61,89,81,Green
61,89,81,Green
61,89,81,Green
59,92,72,Green
59,92,72,Green
59,92,72,Green
59,92,72,Green
65,86,81,Green
65,86,81,Green
65,86,81,Green
65,86,81,Green
61,88,74,Green
61,88,74,Green
61,88,74,Green
61,88,74,Green
64,83,75,Green
64,83,75,Green
64,83,75,Green
64,83,75,Green
59,88,79,Green
59,88,79,Green
59,88,79,Green
59,88,79,Green
63,89,75,Green
63,89,75,Green
63,89,75,Green
63,89,75,Green
61,89,75,Green
61,89,75,Green
61,89,75,Green
61,89,75,Green
64,85,72,Green
64,85,72,Green
64,85,72,Green
64,85,72,Green
62,88,76,Green
62,88,76,Green
62,88,76,Green
62,88,76,Green
60,88,74,Green
60,88,74,Green
60,88,74,Green
60,88,74,Green
62,90,76,Green
62,90,76,Green
62,90,76,Green
62,90,76,Green
60,85,73,Green
60,85,73,Green
60,85,73,Green
60,85,73,Green
62,88,73,Green
62,88,73,Green
62,88,73,Green
62,88,73,Green
67,90,78,Green
67,90,78,Green
67,90,78,Green
67,90,78,Green
64,88,78,Green
64,88,78,Green
64,88,78,Green
64,88,78,Green
62,89,82,Green
62,89,82,Green
62,89,82,Green
62,89,82,Green
59,86,78,Green
59,86,78,Green
59,86,78,Green
59,86,78,Green
62,92,74,Green
62,92,74,Green
62,92,74,Green
62,92,74,Green
63,88,76,Green
63,88,76,Green
63,88,76,Green
63,88,76,Green
62,87,81,Green
62,87,81,Green
62,87,81,Green
62,87,81,Green
64,87,76,Green
64,87,76,Green
64,87,76,Green
64,87,76,Green
60,90,75,Green
60,90,75,Green
60,90,75,Green
60,90,75,Green
65,88,81,Green
65,88,81,Green
65,88,81,Green
65,88,81,Green
63,89,76,Green
63,89,76,Green
63,89,76,Green
63,89,76,Green
63,86,76,Green
63,86,76,Green
63,86,76,Green
63,86,76,Green
65,89,75,Green
65,89,75,Green
65,89,75,Green
65,89,75,Green
64,85,78,Green
64,85,78,Green
64,85,78,Green
64,85,78,Green
67,87,77,Green
67,87,77,Green
67,87,77,Green
67,87,77,Green
60,88,85,Blue
60,88,85,Blue
60,88,85,Blue
60,88,85,Blue
60,83,78,Green
60,83,78,Green
60,83,78,Green
60,83,78,Green
58,89,79,Green
58,89,79,Green
58,89,79,Green
58,89,79,Green
59,90,74,Green
59,90,74,Green
59,90,74,Green
59,90,74,Green
58,90,80,Green
58,90,80,Green
58,90,80,Green
58,90,80,Green
61,88,79,Green
61,88,79,Green
61,88,79,Green
61,88,79,Green
59,88,78,Green
59,88,78,Green
59,88,78,Green
59,88,78,Green
60,88,75,Green
60,88,75,Green
60,88,75,Green
60,88,75,Green
60,88,75,Green
60,88,75,Green
60,88,75,Green
60,88,75,Green
57,81,68,Green
57,81,68,Green
57,81,68,Green
57,81,68,Green
63,84,79,Green
63,84,79,Green
63,84,79,Green
63,84,79,Green
67,82,78,Green
67,82,78,Green
67,82,78,Green
67,82,78,Green
62,83,74,Green
62,83,74,Green
62,83,74,Green
62,83,74,Green
60,86,73,Green
60,86,73,Green
60,86,73,Green
60,86,73,Green
66,97,81,Green
66,97,81,Green
66,97,81,Green
66,97,81,Green
66,98,84,Green
66,98,84,Green
66,98,84,Green
66,98,84,Green
65,93,81,Green
65,93,81,Green
65,93,81,Green
65,93,81,Green
65,98,81,Green
65,98,81,Green
65,98,81,Green
65,98,81,Green
76,91,80,Green
76,91,80,Green
76,91,80,Green
76,91,80,Green
84,92,84,Green
84,92,84,Green
84,92,84,Green
84,92,84,Green
78,100,82,Green
78,100,82,Green
78,100,82,Green
78,100,82,Green
77,101,92,Green
77,101,92,Green
77,101,92,Green
77,101,92,Green
69,103,89,Green
69,103,89,Green
69,103,89,Green
69,103,89,Green
72,98,74,Green
72,98,74,Green
72,98,74,Green
72,98,74,Green
65,101,85,Green
65,101,85,Green
65,101,85,Green
65,101,85,Green
72,100,87,Green
72,100,87,Green
72,100,87,Green
72,100,87,Green
69,100,81,Green
69,100,81,Green
69,100,81,Green
69,100,81,Green
67,97,86,Green
67,97,86,Green
67,97,86,Green
67,97,86,Green
75,96,77,Green
75,96,77,Green
75,96,77,Green
75,96,77,Green
73,99,81,Green
73,99,81,Green
73,99,81,Green
73,99,81,Green
74,99,89,Green
74,99,89,Green
74,99,89,Green
74,99,89,Green
72,101,93,Green
72,101,93,Green
72,101,93,Green
72,101,93,Green
70,100,88,Green
70,100,88,Green
70,100,88,Green
70,100,88,Green
72,98,85,Green
72,98,85,Green
72,98,85,Green
72,98,85,Green
73,99,87,Green
73,99,87,Green
73,99,87,Green
73,99,87,Green
67,103,88,Green
67,103,88,Green
67,103,88,Green
67,103,88,Green
70,101,88,Green
70,101,88,Green
70,101,88,Green
70,101,88,Green
74,100,86,Green
74,100,86,Green
74,100,86,Green
74,100,86,Green
69,98,81,Green
69,98,81,Green
69,98,81,Green
69,98,81,Green
64,99,83,Green
64,99,83,Green
64,99,83,Green
64,99,83,Green
74,101,93,Green
74,101,93,Green
74,101,93,Green
74,101,93,Green
66,100,83,Green
66,100,83,Green
66,100,83,Green
66,100,83,Green
73,98,88,Green
73,98,88,Green
73,98,88,Green
73,98,88,Green
73,102,83,Green
73,102,83,Green
73,102,83,Green
73,102,83,Green
72,98,83,Green
72,98,83,Green
72,98,83,Green
72,98,83,Green
74,97,93,Blue
74,97,93,Blue
74,97,93,Blue
74,97,93,Blue
77,99,85,Green
77,99,85,Green
77,99,85,Green
77,99,85,Green
72,99,86,Green
72,99,86,Green
72,99,86,Green
72,99,86,Green
71,104,84,Green
71,104,84,Green
71,104,84,Green
71,104,84,Green
67,101,81,Green
67,101,81,Green
67,101,81,Green
67,101,81,Green
72,98,86,Green
72,98,86,Green
72,98,86,Green
72,98,86,Green
66,100,81,Green
66,100,81,Green
66,100,81,Green
66,100,81,Green
70,98,88,Green
70,98,88,Green
70,98,88,Green
70,98,88,Green
71,104,88,Green
71,104,88,Green
71,104,88,Green
71,104,88,Green
73,97,88,Green
73,97,88,Green
73,97,88,Green
73,97,88,Green
74,100,83,Green
74,100,83,Green
74,100,83,Green
74,100,83,Green
70,102,84,Green
70,102,84,Green
70,102,84,Green
70,102,84,Green
74,102,96,Green
74,102,96,Green
74,102,96,Green
74,102,96,Green
73,100,91,Green
73,100,91,Green
73,100,91,Green
73,100,91,Green
79,99,88,Green
79,99,88,Green
79,99,88,Green
79,99,88,Green
71,101,86,Green
71,101,86,Green
71,101,86,Green
71,101,86,Green
71,104,93,Green
71,104,93,Green
71,104,93,Green
71,104,93,Green
72,103,83,Green
72,103,83,Green
72,103,83,Green
72,103,83,Green
74,99,91,Green
74,99,91,Green
74,99,91,Green
74,99,91,Green
75,106,96,Green
75,106,96,Green
75,106,96,Green
75,106,96,Green
68,106,83,Green
68,106,83,Green
68,106,83,Green
68,106,83,Green
66,103,98,Blue
66,103,98,Blue
66,103,98,Blue
66,103,98,Blue
72,102,88,Green
72,102,88,Green
72,102,88,Green
72,102,88,Green
68,101,81,Green
68,101,81,Green
68,101,81,Green
68,101,81,Green
68,100,90,Green
68,100,90,Green
68,100,90,Green
68,100,90,Green
70,100,93,Green
70,100,93,Green
70,100,93,Green
70,100,93,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
66,99,91,Green
66,99,91,Green
66,99,91,Green
66,99,91,Green
69,98,87,Green
69,98,87,Green
69,98,87,Green
69,98,87,Green
70,103,91,Green
70,103,91,Green
70,103,91,Green
70,103,91,Green
65,103,91,Green
65,103,91,Green
65,103,91,Green
65,103,91,Green
70,103,78,Green
70,103,78,Green
70,103,78,Green
70,103,78,Green
63,99,86,Green
63,99,86,Green
63,99,86,Green
63,99,86,Green
73,100,91,Green
73,100,91,Green
73,100,91,Green
73,100,91,Green
73,99,88,Green
73,99,88,Green
73,99,88,Green
73,99,88,Green
70,100,86,Green
70,100,86,Green
70,100,86,Green
70,100,86,Green
65,101,94,Green
65,101,94,Green
65,101,94,Green
65,101,94,Green
77,100,92,Green
77,100,92,Green
77,100,92,Green
77,100,92,Green
66,102,87,Green
66,102,87,Green
66,102,87,Green
66,102,87,Green
79,99,89,Green
79,99,89,Green
79,99,89,Green
79,99,89,Green
67,100,88,Green
67,100,88,Green
67,100,88,Green
67,100,88,Green
69,100,92,Green
69,100,92,Green
69,100,92,Green
69,100,92,Green
72,100,91,Green
72,100,91,Green
72,100,91,Green
72,100,91,Green
68,102,93,Green
68,102,93,Green
68,102,93,Green
68,102,93,Green
70,99,91,Green
70,99,91,Green
70,99,91,Green
70,99,91,Green
66,102,91,Green
66,102,91,Green
66,102,91,Green
66,102,91,Green
70,102,89,Green
70,102,89,Green
70,102,89,Green
70,102,89,Green
71,99,89,Green
71,99,89,Green
71,99,89,Green
71,99,89,Green
69,105,88,Green
69,105,88,Green
69,105,88,Green
69,105,88,Green
70,104,94,Green
70,104,94,Green
70,104,94,Green
70,104,94,Green
67,101,91,Green
67,101,91,Green
67,101,91,Green
67,101,91,Green
67,100,90,Green
67,100,90,Green
67,100,90,Green
67,100,90,Green
65,103,89,Green
65,103,89,Green
65,103,89,Green
65,103,89,Green
67,103,92,Green
67,103,92,Green
67,103,92,Green
67,103,92,Green
71,100,86,Green
71,100,86,Green
71,100,86,Green
71,100,86,Green
62,101,88,Green
62,101,88,Green
62,101,88,Green
62,101,88,Green
64,101,85,Green
64,101,85,Green
64,101,85,Green
64,101,85,Green
67,102,86,Green
67,102,86,Green
67,102,86,Green
67,102,86,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
70,99,90,Green
70,99,90,Green
70,99,90,Green
70,99,90,Green
67,103,90,Green
67,103,90,Green
67,103,90,Green
67,103,90,Green
62,101,83,Green
62,101,83,Green
62,101,83,Green
62,101,83,Green
68,100,94,Green
68,100,94,Green
68,100,94,Green
68,100,94,Green
68,98,93,Blue
68,98,93,Blue
68,98,93,Blue
68,98,93,Blue
70,102,93,Green
70,102,93,Green
70,102,93,Green
70,102,93,Green
72,103,94,Green
72,103,94,Green
72,103,94,Green
72,103,94,Green
69,102,88,Green
69,102,88,Green
69,102,88,Green
69,102,88,Green
98,66,79,Purple
98,66,79,Purple
98,66,79,Purple
98,66,79,Purple
97,62,76,Purple
97,62,76,Purple
97,62,76,Purple
97,62,76,Purple
78,82,81,Green
78,82,81,Green
78,82,81,Green
78,82,81,Green
71,99,88,Green
71,99,88,Green
71,99,88,Green
71,99,88,Green
64,98,88,Green
64,98,88,Green
64,98,88,Green
64,98,88,Green
69,103,90,Green
69,103,90,Green
69,103,90,Green
69,103,90,Green
65,102,92,Green
65,102,92,Green
65,102,92,Green
65,102,92,Green
67,99,91,Green
67,99,91,Green
67,99,91,Green
67,99,91,Green
72,100,87,Green
72,100,87,Green
72,100,87,Green
72,100,87,Green
69,100,93,Green
69,100,93,Green
69,100,93,Green
69,100,93,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
67,101,90,Green
66,96,97,Blue
66,96,97,Blue
66,96,97,Blue
66,96,97,Blue
88,80,83,Purple
88,80,83,Purple
88,80,83,Purple
88,80,83,Purple
107,63,84,Purple
107,63,84,Purple
107,63,84,Purple
107,63,84,Purple
68,101,91,Green
68,101,91,Green
68,101,91,Green
68,101,91,Green
75,93,92,Blue
75,93,92,Blue
75,93,92,Blue
75,93,92,Blue
108,64,80,Purple
108,64,80,Purple
108,64,80,Purple
108,64,80,Purple
103,61,74,Purple
103,61,74,Purple
103,61,74,Purple
103,61,74,Purple
113,60,80,Purple
113,60,80,Purple
113,60,80,Purple
113,60,80,Purple
113,63,85,Purple
113,63,85,Purple
113,63,85,Purple
113,63,85,Purple
105,65,74,Purple
105,65,74,Purple
105,65,74,Purple
105,65,74,Purple
111,64,83,Purple
111,64,83,Purple
111,64,83,Purple
111,64,83,Purple
105,71,83,Purple
105,71,83,Purple
105,71,83,Purple
105,71,83,Purple
98,71,79,Purple
98,71,79,Purple
98,71,79,Purple
98,71,79,Purple
69,103,92,Green
69,103,92,Green
69,103,92,Green
69,103,92,Green
66,103,93,Green
66,103,93,Green
66,103,93,Green
66,103,93,Green
63,99,91,Green
63,99,91,Green
63,99,91,Green
63,99,91,Green
67,99,91,Green
67,99,91,Green
67,99,91,Green
67,99,91,Green
99,97,91,Orange
99,97,91,Orange
99,97,91,Orange
99,97,91,Orange
110,105,104,Red
110,105,104,Red
110,105,104,Red
110,105,104,Red
66,103,91,Green
66,103,91,Green
66,103,91,Green
66,103,91,Green
69,100,92,Green
69,100,92,Green
69,100,92,Green
69,100,92,Green
61,103,90,Green
61,103,90,Green
61,103,90,Green
61,103,90,Green
62,100,91,Green
62,100,91,Green
62,100,91,Green
62,100,91,Green
63,101,91,Green
63,101,91,Green
63,101,91,Green
63,101,91,Green
68,102,80,Green
68,102,80,Green
68,102,80,Green
68,102,80,Green
67,100,87,Green
67,100,87,Green
67,100,87,Green
67,100,87,Green
66,103,86,Green
66,103,86,Green
66,103,86,Green
66,103,86,Green
64,101,89,Green
64,101,89,Green
64,101,89,Green
64,101,89,Green
69,99,86,Green
69,99,86,Green
69,99,86,Green
69,99,86,Green
68,104,88,Green
68,104,88,Green
68,104,88,Green
68,104,88,Green
66,103,83,Green
66,103,83,Green
66,103,83,Green
66,103,83,Green
63,101,88,Green
63,101,88,Green
63,101,88,Green
63,101,88,Green
69,99,89,Green
69,99,89,Green
69,99,89,Green
69,99,89,Green
67,100,87,Green
67,100,87,Green
67,100,87,Green
67,100,87,Green
67,103,89,Green
67,103,89,Green
67,103,89,Green
67,103,89,Green
63,98,91,Green
63,98,91,Green
63,98,91,Green
63,98,91,Green
70,100,93,Green
70,100,93,Green
70,100,93,Green
70,100,93,Green
67,104,94,Green
67,104,94,Green
67,104,94,Green
67,104,94,Green
64,102,88,Green
64,102,88,Green
64,102,88,Green
64,102,88,Green
65,106,88,Green
65,106,88,Green
65,106,88,Green
65,106,88,Green
67,102,89,Green
67,102,89,Green
67,102,89,Green
67,102,89,Green
67,101,88,Green
67,101,88,Green
67,101,88,Green
67,101,88,Green
69,102,90,Green
69,102,90,Green
69,102,90,Green
69,102,90,Green
68,103,96,Green
68,103,96,Green
68,103,96,Green
68,103,96,Green
66,99,91,Green
66,99,91,Green
66,99,91,Green
66,99,91,Green
70,98,94,Blue
70,98,94,Blue
70,98,94,Blue
70,98,94,Blue
66,103,84,Green
66,103,84,Green
66,103,84,Green
66,103,84,Green
70,102,91,Green
70,102,91,Green
70,102,91,Green
70,102,91,Green
64,102,93,Green
64,102,93,Green
68,103,85,Green
68,103,85,Green
68,103,85,Green
71,102,89,Green
71,102,89,Green
71,102,89,Green
71,102,89,Green
64,106,96,Green
64,106,96,Green
70,100,91,Green
70,100,91,Green
70,100,91,Green
65,101,93,Green
65,101,93,Green
65,101,93,Green
65,101,93,Green
64,98,86,Green
64,98,86,Green
68,100,90,Green
68,100,90,Green
68,100,90,Green
63,100,92,Green
63,100,92,Green
63,100,92,Green
63,100,92,Green
68,103,90,Green
68,103,90,Green
64,102,82,Green
64,102,82,Green
64,102,82,Green
68,101,88,Green
68,101,88,Green
68,101,88,Green
68,101,88,Green
73,101,93,Green
